date,net_asset_value
2024-06-11,18283878.00
2024-06-12,18283878.00
2024-06-13,18283878.00
2024-06-14,18283878.00
2024-06-17,18283878.00
2024-06-18,18283878.00
2024-06-19,18283878.00
2024-06-20,18283878.00
2024-06-21,18283878.00
2024-06-24,18283878.00
2024-06-25,18283878.00
2024-06-26,18283878.00
2024-06-27,18283878.00
2024-06-28,18283878.00
2024-07-01,18283878.00
2024-07-02,18283878.00
2024-07-03,18283878.00
2024-07-04,18283878.00
2024-07-05,18283878.00
2024-07-08,18283878.00
2024-07-09,18283878.00
2024-07-10,18283878.00
2024-07-11,18283878.00
2024-07-12,18283878.00
2024-07-15,18283878.00
2024-07-16,18283878.00
2024-07-17,18283878.00
2024-07-18,18233308.00
2024-07-19,18598738.00
2024-07-22,18252678.00
2024-07-23,17680678.00
2024-07-24,17485938.00
2024-07-25,17362048.00
2024-07-26,17254148.00
2024-07-29,17254148.00
2024-07-30,17254148.00
2024-07-31,17254148.00
2024-08-01,17254148.00
2024-08-02,17254148.00
2024-08-05,17254148.00
2024-08-06,17254148.00
2024-08-07,17254148.00
2024-08-08,17254148.00
2024-08-09,17254148.00
2024-08-12,17254148.00
2024-08-13,17254148.00
2024-08-14,17254148.00
2024-08-15,17254148.00
2024-08-16,17310178.00
2024-08-19,17235298.00
2024-08-20,17199938.00
2024-08-21,17133118.00
2024-08-22,17035228.00
2024-08-23,17099448.00
2024-08-26,17060578.00
2024-08-27,16957488.00
2024-08-28,16957488.00
2024-08-29,16957488.00
2024-08-30,16957488.00
2024-09-02,16957488.00
2024-09-03,16957488.00
2024-09-04,16957488.00
2024-09-05,16957488.00
2024-09-06,16957488.00
2024-09-09,16957488.00
2024-09-10,16957488.00
2024-09-11,16957488.00
2024-09-12,16957488.00
2024-09-13,16957488.00
2024-09-18,16957488.00
2024-09-19,16957488.00
2024-09-20,16957488.00
2024-09-23,16957488.00
2024-09-24,16957488.00
2024-09-25,16957488.00
2024-09-26,16957488.00
2024-09-27,16957488.00
2024-09-30,18276168.00
2024-10-08,17998668.00
2024-10-09,16579533.00
2024-10-10,17077368.00
2024-10-11,16688757.00
2024-10-14,16655457.00
2024-10-15,16125543.00
2024-10-16,15773118.00
2024-10-17,15463428.00
2024-10-18,15978468.00
2024-10-21,15843048.00
2024-10-22,16000668.00
2024-10-23,16272618.00
2024-10-24,16102788.00
2024-10-25,16176603.00
2024-10-28,16244868.00
2024-10-29,16244868.00
2024-10-30,16244868.00
2024-10-31,16244868.00
2024-11-01,16244868.00
2024-11-04,16244868.00
2024-11-05,16244868.00
2024-11-06,16244868.00
2024-11-07,16244868.00
2024-11-08,15833583.00
2024-11-11,15708003.00
2024-11-12,15489498.00
2024-11-13,15503148.00
2024-11-14,15453798.00
2024-11-15,15298398.00
2024-11-18,15298398.00
2024-11-19,15119058.00
2024-11-20,15119058.00
2024-11-21,15119058.00
2024-11-22,15119058.00
2024-11-25,15119058.00
2024-11-26,15119058.00
2024-11-27,15119058.00
2024-11-28,15119058.00
2024-11-29,15119058.00
2024-12-02,15119058.00
2024-12-03,15119058.00
2024-12-04,15119058.00
2024-12-05,15119058.00
2024-12-06,15119058.00
2024-12-09,15119058.00
2024-12-10,15119058.00
2024-12-11,15119058.00
2024-12-12,15119058.00
2024-12-13,14637018.00
2024-12-16,14721478.00
2024-12-17,15038718.00
2024-12-18,15177768.00
2024-12-19,14966721.00
2024-12-20,14913882.00
2024-12-23,14959717.00
2024-12-24,15087128.00
2024-12-25,14996282.00
2024-12-26,14973519.00
2024-12-27,14985673.00
2024-12-30,14944782.00
2024-12-31,14934482.00
2025-01-02,14563682.00
2025-01-03,14429782.00
2025-01-06,14429782.00
2025-01-07,14429782.00
2025-01-08,14429782.00
2025-01-09,14429782.00
2025-01-10,14429782.00
2025-01-13,14429782.00
2025-01-14,14429782.00
2025-01-15,14429782.00
2025-01-16,14429782.00
2025-01-17,14429782.00
2025-01-20,14429782.00
2025-01-21,14429782.00
2025-01-22,14429782.00
2025-01-23,14429782.00
2025-01-24,14429782.00
2025-01-27,14429782.00
2025-02-05,14429782.00
2025-02-06,14429782.00
2025-02-07,14429782.00
2025-02-10,14429782.00
2025-02-11,14429782.00
2025-02-12,14429782.00
2025-02-13,14429782.00
2025-02-14,14429782.00
2025-02-17,14394968.00
2025-02-18,14429782.00
2025-02-19,14594582.00
2025-02-20,14419482.00
2025-02-21,14565845.00
2025-02-24,14471703.00
2025-02-25,14213482.00
2025-02-26,14275385.00
2025-02-27,14538550.00
2025-02-28,14695419.00
2025-03-03,14553588.00
2025-03-04,14379415.00
2025-03-05,14340893.00
2025-03-06,14748876.00
2025-03-07,14903582.00
2025-03-10,14923152.00
2025-03-11,15188686.00
2025-03-12,15125856.00
2025-03-13,15076313.00
2025-03-14,16005785.00
2025-03-17,16107240.00
2025-03-18,15964482.00
2025-03-19,16085095.00
2025-03-20,15758482.00
2025-03-21,15446907.00
2025-03-24,15542182.00
2025-03-25,15464932.00
2025-03-26,15470082.00
2025-03-27,15603982.00
2025-03-28,15564945.00
2025-03-31,15315582.00
2025-04-01,15264288.00
2025-04-02,15192188.00
2025-04-03,15192188.00
2025-04-07,15192188.00
2025-04-08,15192188.00
2025-04-09,15192188.00
2025-04-10,15192188.00
2025-04-11,15192188.00
2025-04-14,15192188.00
2025-04-15,15192188.00
2025-04-16,15192188.00
2025-04-17,15192188.00
2025-04-18,15192188.00
2025-04-21,15192188.00
2025-04-22,15169528.00
2025-04-23,15202488.00
2025-04-24,15205063.00
2025-04-25,15205063.00
2025-04-28,15205063.00
2025-04-29,15205063.00
2025-04-30,15205063.00
2025-05-06,15205063.00
2025-05-07,15205063.00
2025-05-08,15205063.00
2025-05-09,15336262.00
2025-05-12,15470794.00
2025-05-13,15327374.00
2025-05-14,15778743.00
2025-05-15,15748645.00
2025-05-16,15568057.00
2025-05-19,15213042.00
2025-05-20,15283944.00
2025-05-21,15233141.00
2025-05-22,15223344.00
2025-05-23,15148604.00
2025-05-26,14925394.00
2025-05-27,14925394.00
2025-05-28,14925394.00
2025-05-29,14925394.00
2025-05-30,14925394.00
2025-06-03,14925394.00
2025-06-04,14925394.00
2025-06-05,14925394.00
2025-06-06,14925394.00
2025-06-09,14925394.00
2025-06-10,14925394.00
2025-06-11,14925394.00
2025-06-12,14925394.00
2025-06-13,14925394.00
2025-06-16,14925394.00
2025-06-17,14925394.00
2025-06-18,14925394.00
2025-06-19,14925394.00
2025-06-20,14925394.00
2025-06-23,14925394.00
2025-06-24,14925394.00
2025-06-25,14925394.00
2025-06-26,14925394.00
2025-06-27,14925394.00
2025-06-30,14925394.00
2025-07-01,14925394.00
2025-07-02,14925394.00
2025-07-03,14925394.00
2025-07-04,14925394.00
2025-07-07,14925394.00
2025-07-08,14984363.00
2025-07-09,15014556.00
2025-07-10,15097614.00
2025-07-11,15103064.00
2025-07-14,15066004.00
2025-07-15,14928664.00
2025-07-16,14928991.00
2025-07-17,14986979.00
2025-07-18,15212064.00
2025-07-21,15277464.00
2025-07-22,15517046.00
2025-07-23,15631714.00
2025-07-24,15806114.00
2025-07-25,15408264.00
2025-07-28,15230158.00
2025-07-29,15233864.00
2025-07-30,15347660.00
2025-07-31,15044967.00
2025-08-01,14994064.00
2025-08-04,14994064.00
2025-08-05,14994064.00
2025-08-06,14994064.00
2025-08-07,14994064.00
2025-08-08,14994064.00
2025-08-11,14994064.00
2025-08-12,14994064.00
2025-08-13,14994064.00
2025-08-14,14994064.00
2025-08-15,14994064.00
2025-08-18,14994064.00
2025-08-19,14994064.00
2025-08-20,14994064.00
2025-08-21,14994064.00
2025-08-22,15162054.00
2025-08-25,15444320.00
2025-08-26,15351016.00
2025-08-27,14991389.00
2025-08-28,14971059.00
2025-08-29,15333789.00
2025-09-01,15292059.00
2025-09-02,15454699.00
2025-09-03,15339674.00
2025-09-04,15255251.00
2025-09-05,15365889.00
2025-09-08,15560950.00
2025-09-09,15601289.00
2025-09-10,15783296.00
2025-09-11,15799239.00
2025-09-12,15718989.00
2025-09-15,15709359.00
2025-09-16,15547575.00
2025-09-17,15472889.00
2025-09-18,15204961.00
2025-09-19,15205068.00
2025-09-22,15048634.00
2025-09-23,15048634.00
2025-09-24,15048634.00
2025-09-25,15048634.00
2025-09-26,15048634.00
2025-09-29,15048634.00
2025-09-30,15048634.00
2025-10-09,15048634.00
2025-10-10,15048634.00
2025-10-13,15048634.00
2025-10-14,15048634.00
2025-10-15,15048634.00
2025-10-16,15048634.00
2025-10-17,15048634.00
2025-10-20,15048634.00
2025-10-21,15094965.00
2025-10-22,15056873.00
2025-10-23,15156169.00
2025-10-24,14963783.00
2025-10-27,14861170.00
2025-10-28,14910283.00
2025-10-29,14770113.00
2025-10-30,14770113.00
2025-10-31,14770113.00
2025-11-03,14770113.00
2025-11-04,14770113.00
2025-11-05,14770113.00
2025-11-06,14770113.00
2025-11-07,14770113.00
2025-11-10,14770113.00
2025-11-11,14770113.00
2025-11-12,14770113.00
2025-11-13,14824505.00
2025-11-14,14681193.00
2025-11-17,14830953.00
2025-11-18,14882953.00
2025-11-19,14831057.00
2025-11-20,14790497.00
2025-11-21,14785193.00
2025-11-24,14633353.00
2025-11-25,14556913.00
2025-11-26,14603713.00
2025-11-27,14584473.00
2025-11-28,14584473.00
2025-12-01,14584473.00
2025-12-02,14584473.00
2025-12-03,14584473.00
2025-12-04,14584473.00
2025-12-05,14584473.00
2025-12-08,14584473.00
2025-12-09,14584473.00
2025-12-10,14584473.00
2025-12-11,14584473.00
2025-12-12,14584473.00
2025-12-15,14584473.00
2025-12-16,14584473.00
2025-12-17,14584473.00
2025-12-18,14584473.00
2025-12-19,14584473.00
2025-12-22,14584473.00
2025-12-23,14580273.00
2025-12-24,14507193.00
2025-12-25,14646528.00
2025-12-26,14646108.00
2025-12-29,14518743.00
2025-12-30,14389803.00
2025-12-31,14258133.00
2026-01-05,14770743.00
2026-01-06,14791848.00
2026-01-07,14743023.00
2026-01-08,14626893.00
2026-01-09,14698293.00
2026-01-12,14741658.00
2026-01-13,14613243.00
2026-01-14,14476848.00
2026-01-15,14381088.00
2026-01-16,14381088.00
2026-01-19,14381088.00
2026-01-20,14381088.00
2026-01-21,14381088.00
2026-01-22,14381088.00
2026-01-23,14381088.00
2026-01-26,14381088.00
2026-01-27,14381088.00
2026-01-28,14381088.00
2026-01-29,14381088.00
2026-01-30,14381088.00
2026-02-02,14381088.00
2026-02-03,14381088.00
2026-02-04,14876880.00
2026-02-05,15173880.00
2026-02-06,14777979.00
2026-02-09,14876484.00
2026-02-10,14676900.00
2026-02-11,14672247.00
2026-02-12,14496720.00
2026-02-13,14483850.00
2026-02-24,14300700.00
2026-02-25,14546814.00
2026-02-26,14294859.00
2026-02-27,14184078.00
2026-03-02,14036469.00
2026-03-03,13898661.00
2026-03-04,13898661.00
2026-03-05,13898661.00
2026-03-06,13898661.00
2026-03-09,13898661.00
2026-03-10,13898661.00
2026-03-11,13898661.00
2026-03-12,13898661.00
2026-03-13,13898661.00
2026-03-16,13898661.00
2026-03-17,13898661.00
2026-03-18,13898661.00
2026-03-19,13745733.00
2026-03-20,13670181.00
2026-03-23,13315653.00
2026-03-24,13308549.00
2026-03-25,13336773.00
2026-03-26,13336773.00
2026-03-27,13336773.00
2026-03-30,13336773.00
2026-03-31,13336773.00
2026-04-01,13336773.00
2026-04-02,13340865.00
2026-04-03,13341981.00
2026-04-07,13156167.00
2026-04-08,13388667.00
2026-04-09,13346538.00
2026-04-10,13285809.00
2026-04-13,13186764.00
2026-04-14,13220151.00
2026-04-15,13411731.00
2026-04-16,13368393.00
2026-04-17,12851313.00
2026-04-20,12885258.00
2026-04-21,12895674.00
2026-04-22,12895674.00
2026-04-23,12895674.00
2026-04-24,12895674.00
2026-04-27,12895674.00
2026-04-28,12895674.00
2026-04-29,12895674.00
2026-04-30,12895674.00
2026-05-06,12895674.00
2026-05-07,12895674.00
2026-05-08,12895674.00
2026-05-11,12895674.00
2026-05-12,12895674.00
2026-05-13,12895674.00
2026-05-14,12895674.00
2026-05-15,12895674.00
2026-05-18,12895674.00
2026-05-19,12895674.00
2026-05-20,12895674.00
2026-05-21,12895674.00
2026-05-22,12895674.00
2026-05-25,12895674.00
2026-05-26,12895674.00
2026-05-27,12895674.00
2026-05-28,12895674.00
2026-05-29,12895674.00
2026-06-01,12895674.00
2026-06-02,12895674.00
2026-06-03,12895674.00
2026-06-04,12895674.00
2026-06-05,12895674.00
2026-06-08,12895674.00
2026-06-09,12895674.00
2026-06-10,12895674.00
2026-06-11,12895674.00
2026-06-12,12895674.00
2026-06-15,12895674.00
2026-06-16,12895674.00
2026-06-17,12895674.00
2026-06-18,12895674.00
2026-06-22,12895674.00
2026-06-23,12895674.00
2026-06-24,12895674.00
2026-06-25,12895674.00
2026-06-26,12895674.00
2026-06-29,12895674.00
2026-06-30,12895674.00
2026-07-01,12895674.00
2026-07-02,12895674.00
2026-07-03,12895674.00
2026-07-06,12895674.00
2026-07-07,12895674.00
2026-07-08,12895674.00
2026-07-09,12895674.00
2026-07-10,12895674.00
2026-07-13,12895674.00
2026-07-14,12895674.00
2026-07-15,13279182.00
2026-07-16,13363240.00
2026-07-17,13299746.00
2026-07-20,14089446.00
2026-07-21,13882746.00
2026-07-22,13850946.00
2026-07-23,13713252.00
2026-07-24,13770492.00
2026-07-27,13686646.00
2026-07-28,14009946.00
2026-07-29,14020546.00
2026-07-30,14452602.00
2026-07-31,14334306.00
2026-08-03,14423134.00
2026-08-04,14098562.00
2026-08-05,13866316.00
2026-08-06,13888576.00
2026-08-07,13895678.00
