date,close
2021-04-28,1799.77
2021-04-29,1784.13
2021-04-30,1764.55
2021-05-06,1716.77
2021-05-07,1660.77
2021-05-10,1636.8
2021-05-11,1716.77
2021-05-12,1741.77
2021-05-13,1729.27
2021-05-14,1767.62
2021-05-17,1815.73
2021-05-18,1817.08
2021-05-19,1806.77
2021-05-20,1816.65
2021-05-21,1799.87
2021-05-24,1829.06
2021-05-25,1952.27
2021-05-26,1977.77
2021-05-27,2002.77
2021-05-28,1987.77
2021-05-31,1975.77
2021-06-01,1998.72
2021-06-02,1979.77
2021-06-03,1979.99
2021-06-04,2009.27
2021-06-07,2028.77
2021-06-08,1948.77
2021-06-09,1957.27
2021-06-10,1996.25
2021-06-11,1936.58
2021-06-15,1950.77
2021-06-16,1915.77
2021-06-17,1914.68
2021-06-18,1848.71
2021-06-21,1839.41
2021-06-22,1832.74
2021-06-23,1795.77
2021-06-24,1825.82
2021-06-25,1869.06
2021-06-28,1880.07
2021-06-29,1839.06
2021-06-30,1833.76
2021-07-01,1882.06
2021-07-02,1790.06
2021-07-05,1771.06
2021-07-06,1789.96
2021-07-07,1781.06
2021-07-08,1762.06
2021-07-09,1749.17
2021-07-12,1738.06
2021-07-13,1759.96
2021-07-14,1739.06
2021-07-15,1775.05
2021-07-16,1732.96
2021-07-19,1752.06
2021-07-20,1757.06
2021-07-21,1746.06
2021-07-22,1717.07
2021-07-23,1677.06
2021-07-26,1581.17
2021-07-27,1489.95
2021-07-28,1545.96
2021-07-29,1526.85
2021-07-30,1456.05
2021-08-02,1532.06
2021-08-03,1526.36
2021-08-04,1501.06
2021-08-05,1476.06
2021-08-06,1448.06
2021-08-09,1470.86
2021-08-10,1576.06
2021-08-11,1527.56
2021-08-12,1467.06
2021-08-13,1477.1
2021-08-16,1476.26
2021-08-17,1412.06
2021-08-18,1397.06
2021-08-19,1397.03
2021-08-20,1325.06
2021-08-23,1347.25
2021-08-24,1402.24
2021-08-25,1442.08
2021-08-26,1372.06
2021-08-27,1373.09
2021-08-30,1363.06
2021-08-31,1335.06
2021-09-01,1399.07
2021-09-02,1395.86
2021-09-03,1435.28
2021-09-06,1447.73
2021-09-07,1446.06
2021-09-08,1410.16
2021-09-09,1411.14
2021-09-10,1439.64
2021-09-13,1431.06
2021-09-14,1434.06
2021-09-15,1392.8
2021-09-16,1415.13
2021-09-17,1463.06
2021-09-22,1414.75
2021-09-23,1412.06
2021-09-24,1471.06
2021-09-27,1632.06
2021-09-28,1599.12
2021-09-29,1597.06
2021-09-30,1607.06
2021-10-08,1616.66
2021-10-11,1644.18
2021-10-12,1648.05
2021-10-13,1706.96
2021-10-14,1688.06
2021-10-15,1694.03
2021-10-18,1577.06
2021-10-19,1589.24
2021-10-20,1618.06
2021-10-21,1621.06
2021-10-22,1678.06
2021-10-25,1650.09
2021-10-26,1638.11
2021-10-27,1596.06
2021-10-28,1602.55
2021-10-29,1603.14
2021-11-01,1580.06
2021-11-02,1581.7
2021-11-03,1542.06
2021-11-04,1581.26
2021-11-05,1597.0
2021-11-08,1597.16
2021-11-09,1567.07
2021-11-10,1531.05
2021-11-11,1546.66
2021-11-12,1550.84
2021-11-15,1538.2
2021-11-16,1585.06
2021-11-17,1572.06
2021-11-18,1569.06
2021-11-19,1605.47
2021-11-22,1631.33
2021-11-23,1673.49
2021-11-24,1718.06
2021-11-25,1733.09
2021-11-26,1718.07
2021-11-29,1762.06
2021-11-30,1707.83
2021-12-01,1710.05
2021-12-02,1711.06
2021-12-03,1748.94
2021-12-06,1744.36
2021-12-07,1732.93
2021-12-08,1820.06
2021-12-09,1863.61
2021-12-10,1867.06
2021-12-13,1895.26
2021-12-14,1927.06
2021-12-15,1912.06
2021-12-16,1896.05
2021-12-17,1827.76
2021-12-20,1836.02
2021-12-21,1815.26
2021-12-22,1825.06
2021-12-23,1897.06
2021-12-24,1971.15
2021-12-27,1908.88
2021-12-28,1915.24
2021-12-29,1818.06
2021-12-30,1852.06
2021-12-31,1827.06
2022-01-04,1828.29
2022-01-05,1801.06
2022-01-06,1759.28
2022-01-07,1719.06
2022-01-10,1743.06
2022-01-11,1717.61
2022-01-12,1744.06
2022-01-13,1654.45
2022-01-14,1644.06
2022-01-17,1638.67
2022-01-18,1669.33
2022-01-19,1689.06
2022-01-20,1746.58
2022-01-21,1762.05
2022-01-24,1727.26
2022-01-25,1720.06
2022-01-26,1732.06
2022-01-27,1742.06
2022-01-28,1664.06
2022-02-07,1645.02
2022-02-08,1616.06
2022-02-09,1673.04
2022-02-10,1650.06
2022-02-11,1627.03
2022-02-14,1645.73
2022-02-15,1667.68
2022-02-16,1669.61
2022-02-17,1664.05
2022-02-18,1684.06
2022-02-21,1654.05
2022-02-22,1584.93
2022-02-23,1604.07
2022-02-24,1541.17
2022-02-25,1576.12
2022-02-28,1567.46
2022-03-01,1635.54
2022-03-02,1621.94
2022-03-03,1577.06
2022-03-04,1557.56
2022-03-07,1484.06
2022-03-08,1530.26
2022-03-09,1556.24
2022-03-10,1571.49
2022-03-11,1546.07
2022-03-14,1477.06
2022-03-15,1380.06
2022-03-16,1452.01
2022-03-17,1497.21
2022-03-18,1484.85
2022-03-21,1481.36
2022-03-22,1472.06
2022-03-23,1529.25
2022-03-24,1497.99
2022-03-25,1467.06
2022-03-28,1437.86
2022-03-29,1444.06
2022-03-30,1507.16
2022-03-31,1496.06
2022-04-01,1557.07
2022-04-06,1542.06
2022-04-07,1542.06
2022-04-08,1561.06
2022-04-11,1497.06
2022-04-12,1559.06
2022-04-13,1546.06
2022-04-14,1586.06
2022-04-15,1583.05
2022-04-18,1567.88
2022-04-19,1567.36
2022-04-20,1574.06
2022-04-21,1557.04
2022-04-22,1550.06
2022-04-25,1485.06
2022-04-26,1509.54
2022-04-27,1571.98
2022-04-28,1612.06
2022-04-29,1605.44
2022-05-05,1614.06
2022-05-06,1570.06
2022-05-09,1529.06
2022-05-10,1543.25
2022-05-11,1545.06
2022-05-12,1539.73
2022-05-13,1555.3
2022-05-16,1535.06
2022-05-17,1545.06
2022-05-18,1538.06
2022-05-19,1533.06
2022-05-20,1577.07
2022-05-23,1558.06
2022-05-24,1537.06
2022-05-25,1532.57
2022-05-26,1519.86
2022-05-27,1532.22
2022-05-30,1555.47
2022-05-31,1581.09
2022-06-01,1565.31
2022-06-02,1563.06
2022-06-06,1565.06
2022-06-07,1594.96
2022-06-08,1642.66
2022-06-09,1630.06
2022-06-10,1677.66
2022-06-13,1633.06
2022-06-14,1648.06
2022-06-15,1652.16
2022-06-16,1654.06
2022-06-17,1728.06
2022-06-20,1719.08
2022-06-21,1722.8
2022-06-22,1713.06
2022-06-23,1734.16
2022-06-24,1786.07
2022-06-27,1787.61
2022-06-28,1813.06
2022-06-29,1807.06
2022-06-30,1843.73
2022-07-01,1827.78
2022-07-04,1816.73
2022-07-05,1831.74
2022-07-06,1800.73
2022-07-07,1788.73
2022-07-08,1797.73
2022-07-11,1762.33
2022-07-12,1747.14
2022-07-13,1757.62
2022-07-14,1751.73
2022-07-15,1748.23
2022-07-18,1750.39
2022-07-19,1741.83
2022-07-20,1748.83
2022-07-21,1737.73
2022-07-22,1745.73
2022-07-25,1743.38
2022-07-26,1748.94
2022-07-27,1718.33
2022-07-28,1696.73
2022-07-29,1697.17
2022-08-01,1689.03
2022-08-02,1678.71
2022-08-03,1683.73
2022-08-04,1714.74
2022-08-05,1722.69
2022-08-08,1710.26
2022-08-09,1708.73
2022-08-10,1674.73
2022-08-11,1705.63
2022-08-12,1726.73
2022-08-15,1718.62
2022-08-16,1716.57
2022-08-17,1716.73
2022-08-18,1694.23
2022-08-19,1693.74
2022-08-22,1692.71
2022-08-23,1668.74
2022-08-24,1652.93
2022-08-25,1683.73
2022-08-26,1696.73
2022-08-29,1677.55
2022-08-30,1668.73
2022-08-31,1722.73
2022-09-01,1679.62
2022-09-02,1673.73
2022-09-05,1633.73
2022-09-06,1643.73
2022-09-07,1616.74
2022-09-08,1613.73
2022-09-09,1643.52
2022-09-13,1677.73
2022-09-14,1667.73
2022-09-15,1678.73
2022-09-16,1657.73
2022-09-19,1670.37
2022-09-20,1676.73
2022-09-21,1646.73
2022-09-22,1619.54
2022-09-23,1633.16
2022-09-26,1661.73
2022-09-27,1686.73
2022-09-28,1681.73
2022-09-29,1679.08
2022-09-30,1671.23
2022-10-10,1584.73
2022-10-11,1578.72
2022-10-12,1558.73
2022-10-13,1498.72
2022-10-14,1536.34
2022-10-17,1517.23
2022-10-18,1504.56
2022-10-19,1446.73
2022-10-20,1442.23
2022-10-21,1422.73
2022-10-24,1300.01
2022-10-25,1278.48
2022-10-26,1262.81
2022-10-27,1199.73
2022-10-28,1158.73
2022-10-31,1148.73
2022-11-01,1260.74
2022-11-02,1270.69
2022-11-03,1238.23
2022-11-04,1315.3
2022-11-07,1305.84
2022-11-08,1283.61
2022-11-09,1258.63
2022-11-10,1273.73
2022-11-11,1326.88
2022-11-14,1331.73
2022-11-15,1386.73
2022-11-16,1383.98
2022-11-17,1365.73
2022-11-18,1365.86
2022-11-21,1318.71
2022-11-22,1338.68
2022-11-23,1347.73
2022-11-24,1318.72
2022-11-25,1320.74
2022-11-28,1308.61
2022-11-29,1397.73
2022-11-30,1397.73
2022-12-01,1429.53
2022-12-02,1432.61
2022-12-05,1463.63
2022-12-06,1486.73
2022-12-07,1482.73
2022-12-08,1485.75
2022-12-09,1528.73
2022-12-12,1537.75
2022-12-13,1548.73
2022-12-14,1569.6
2022-12-15,1585.72
2022-12-16,1585.6
2022-12-19,1571.73
2022-12-20,1513.73
2022-12-21,1537.73
2022-12-22,1566.73
2022-12-23,1569.73
2022-12-26,1540.79
2022-12-27,1553.64
2022-12-28,1553.64
2022-12-29,1539.64
2022-12-30,1547.64
2023-01-03,1550.65
2023-01-04,1545.65
2023-01-05,1621.64
2023-01-06,1624.41
2023-01-09,1661.84
2023-01-10,1675.09
2023-01-11,1665.59
2023-01-12,1654.64
2023-01-13,1707.64
2023-01-16,1733.54
2023-01-17,1728.64
2023-01-18,1713.64
2023-01-19,1700.85
2023-01-20,1680.65
2023-01-30,1708.64
2023-01-31,1666.4
2023-02-01,1665.61
2023-02-02,1656.75
2023-02-03,1638.64
2023-02-06,1615.64
2023-02-07,1617.64
2023-02-08,1604.64
2023-02-09,1638.64
2023-02-10,1630.64
2023-02-13,1676.99
2023-02-14,1664.43
2023-02-15,1661.64
2023-02-16,1682.46
2023-02-17,1641.42
2023-02-20,1695.64
2023-02-21,1687.64
2023-02-22,1656.64
2023-02-23,1638.64
2023-02-24,1608.64
2023-02-27,1631.05
2023-02-28,1634.38
2023-03-01,1659.17
2023-03-02,1648.64
2023-03-03,1638.68
2023-03-06,1627.78
2023-03-07,1608.94
2023-03-08,1591.06
2023-03-09,1590.66
2023-03-10,1570.64
2023-03-13,1582.64
2023-03-14,1586.64
2023-03-15,1571.56
2023-03-16,1572.63
2023-03-17,1562.64
2023-03-20,1550.24
2023-03-21,1595.64
2023-03-22,1593.99
2023-03-23,1595.5
2023-03-24,1599.26
2023-03-27,1588.43
2023-03-28,1602.44
2023-03-29,1610.64
2023-03-30,1620.64
2023-03-31,1640.64
2023-04-03,1622.71
2023-04-04,1635.23
2023-04-06,1617.6
2023-04-07,1611.63
2023-04-10,1592.34
2023-04-11,1566.14
2023-04-12,1514.74
2023-04-13,1543.64
2023-04-14,1534.06
2023-04-17,1573.64
2023-04-18,1578.64
2023-04-19,1579.64
2023-04-20,1562.52
2023-04-21,1546.11
2023-04-24,1525.64
2023-04-25,1551.02
2023-04-26,1564.55
2023-04-27,1578.56
2023-04-28,1581.16
2023-05-04,1570.54
2023-05-05,1570.64
2023-05-08,1541.16
2023-05-09,1542.64
2023-05-10,1545.64
2023-05-11,1537.71
2023-05-12,1527.04
2023-05-15,1536.94
2023-05-16,1523.93
2023-05-17,1521.64
2023-05-18,1511.64
2023-05-19,1520.14
2023-05-22,1566.64
2023-05-23,1545.19
2023-05-24,1531.54
2023-05-25,1521.64
2023-05-26,1511.2
2023-05-29,1509.64
2023-05-30,1488.93
2023-05-31,1449.54
2023-06-01,1456.56
2023-06-02,1491.24
2023-06-05,1485.64
2023-06-06,1487.63
2023-06-07,1471.54
2023-06-08,1488.64
2023-06-09,1486.64
2023-06-12,1516.64
2023-06-13,1519.64
2023-06-14,1547.52
2023-06-15,1575.64
2023-06-16,1618.33
2023-06-19,1564.64
2023-06-20,1564.1
2023-06-21,1556.47
2023-06-26,1529.64
2023-06-27,1531.69
2023-06-28,1549.02
2023-06-29,1534.35
2023-06-30,1537.55
2023-07-03,1570.65
2023-07-04,1577.15
2023-07-05,1561.93
2023-07-06,1549.53
2023-07-07,1536.58
2023-07-10,1547.45
2023-07-11,1556.55
2023-07-12,1560.35
2023-07-13,1584.95
2023-07-14,1599.55
2023-07-17,1576.52
2023-07-18,1569.35
2023-07-19,1569.55
2023-07-20,1570.55
2023-07-21,1617.85
2023-07-24,1617.7
2023-07-25,1675.1
2023-07-26,1675.1
2023-07-27,1684.58
2023-07-28,1743.55
2023-07-31,1727.13
2023-08-01,1735.55
2023-08-02,1726.55
2023-08-03,1725.02
2023-08-04,1740.02
2023-08-07,1734.48
2023-08-08,1736.55
2023-08-09,1736.83
2023-08-10,1721.55
2023-08-11,1680.55
2023-08-14,1649.55
2023-08-15,1659.53
2023-08-16,1666.55
2023-08-17,1674.6
2023-08-18,1649.14
2023-08-21,1637.55
2023-08-22,1634.55
2023-08-23,1620.55
2023-08-24,1662.85
2023-08-25,1671.53
2023-08-28,1681.52
2023-08-29,1697.88
2023-08-30,1702.55
2023-08-31,1693.55
2023-09-01,1697.6
2023-09-04,1712.55
2023-09-05,1705.25
2023-09-06,1707.55
2023-09-07,1684.55
2023-09-08,1665.05
2023-09-11,1668.72
2023-09-12,1666.51
2023-09-13,1666.46
2023-09-14,1665.24
2023-09-15,1628.54
2023-09-18,1675.75
2023-09-19,1673.49
2023-09-20,1670.55
2023-09-21,1644.94
2023-09-22,1695.55
2023-09-25,1678.93
2023-09-26,1662.55
2023-09-27,1660.55
2023-09-28,1645.1
2023-10-09,1623.55
2023-10-10,1616.55
2023-10-11,1625.05
2023-10-12,1632.55
2023-10-13,1597.55
2023-10-16,1576.45
2023-10-17,1572.55
2023-10-18,1574.55
2023-10-19,1476.55
2023-10-20,1491.55
2023-10-23,1490.53
2023-10-24,1489.5
2023-10-25,1524.05
2023-10-26,1518.78
2023-10-27,1523.26
2023-10-30,1527.55
2023-10-31,1531.13
2023-11-01,1627.54
2023-11-02,1626.05
2023-11-03,1657.79
2023-11-06,1658.55
2023-11-07,1637.72
2023-11-08,1644.89
2023-11-09,1640.66
2023-11-10,1622.39
2023-11-13,1610.55
2023-11-14,1611.82
2023-11-15,1619.48
2023-11-16,1606.6
2023-11-17,1599.97
2023-11-20,1609.05
2023-11-21,1636.55
2023-11-22,1628.06
2023-11-23,1632.55
2023-11-24,1623.55
2023-11-27,1609.55
2023-11-28,1615.59
2023-11-29,1621.26
2023-11-30,1638.05
2023-12-01,1606.83
2023-12-04,1597.26
2023-12-05,1555.55
2023-12-06,1549.55
2023-12-07,1546.55
2023-12-08,1551.47
2023-12-11,1544.55
2023-12-12,1556.54
2023-12-13,1506.55
2023-12-14,1482.45
2023-12-15,1491.55
2023-12-18,1508.55
2023-12-19,1521.55
2023-12-20,1515.45
2023-12-21,1535.66
2023-12-22,1536.31
2023-12-25,1537.66
2023-12-26,1535.66
2023-12-27,1532.72
2023-12-28,1590.65
2023-12-29,1591.66
2024-01-02,1550.67
2024-01-03,1559.66
2024-01-04,1534.66
2024-01-05,1529.02
2024-01-08,1509.65
2024-01-09,1506.66
2024-01-10,1507.16
2024-01-11,1512.23
2024-01-12,1508.72
2024-01-15,1505.66
2024-01-16,1505.09
2024-01-17,1442.66
2024-01-18,1476.53
2024-01-19,1500.66
2024-01-22,1507.66
2024-01-23,1484.66
2024-01-24,1491.66
2024-01-25,1503.66
2024-01-26,1502.98
2024-01-29,1515.66
2024-01-30,1478.66
2024-01-31,1470.57
2024-02-01,1475.69
2024-02-02,1461.66
2024-02-05,1495.67
2024-02-06,1541.66
2024-02-07,1576.65
2024-02-08,1571.66
2024-02-19,1561.09
2024-02-20,1535.66
2024-02-21,1583.32
2024-02-22,1584.04
2024-02-23,1579.75
2024-02-26,1560.64
2024-02-27,1555.16
2024-02-28,1547.21
2024-02-29,1560.66
2024-03-01,1550.72
2024-03-04,1541.96
2024-03-05,1560.76
2024-03-06,1546.21
2024-03-07,1549.29
2024-03-08,1537.09
2024-03-11,1560.15
2024-03-12,1610.66
2024-03-13,1593.11
2024-03-14,1582.29
2024-03-15,1583.15
2024-03-18,1573.92
2024-03-19,1573.68
2024-03-20,1575.26
2024-03-21,1574.66
2024-03-22,1567.01
2024-03-25,1554.67
2024-03-26,1574.95
2024-03-27,1566.66
2024-03-28,1567.3
2024-03-29,1568.56
2024-04-01,1586.99
2024-04-02,1579.65
2024-04-03,1580.77
2024-04-08,1532.32
2024-04-09,1527.88
2024-04-10,1513.64
2024-04-11,1513.66
2024-04-12,1499.69
2024-04-15,1538.64
2024-04-16,1535.66
2024-04-17,1532.66
2024-04-18,1536.44
2024-04-19,1512.3
2024-04-22,1540.72
2024-04-23,1557.94
2024-04-24,1559.26
2024-04-25,1558.7
2024-04-26,1575.09
2024-04-29,1569.66
2024-04-30,1570.66
2024-05-06,1625.86
2024-05-07,1635.66
2024-05-08,1629.63
2024-05-09,1621.66
2024-05-10,1604.64
2024-05-13,1571.66
2024-05-14,1567.64
2024-05-15,1565.66
2024-05-16,1570.16
2024-05-17,1580.66
2024-05-20,1574.66
2024-05-21,1570.66
2024-05-22,1563.37
2024-05-23,1557.67
2024-05-24,1542.74
2024-05-27,1535.78
2024-05-28,1530.3
2024-05-29,1539.66
2024-05-30,1514.66
2024-05-31,1514.11
2024-06-03,1505.05
2024-06-04,1518.86
2024-06-05,1509.66
2024-06-06,1505.47
2024-06-07,1484.84
2024-06-11,1434.66
2024-06-12,1437.34
2024-06-13,1420.67
2024-06-14,1420.66
2024-06-17,1407.16
2024-06-18,1387.16
2024-06-19,1397.54
2024-06-20,1396.64
2024-06-21,1367.54
2024-06-24,1373.09
2024-06-25,1383.19
2024-06-26,1385.76
2024-06-27,1387.03
2024-06-28,1363.93
2024-07-01,1336.92
2024-07-02,1387.24
2024-07-03,1396.54
2024-07-04,1382.28
2024-07-05,1349.54
2024-07-08,1316.54
2024-07-09,1334.57
2024-07-10,1334.13
2024-07-11,1358.63
2024-07-12,1375.36
2024-07-15,1371.44
2024-07-16,1372.54
2024-07-17,1397.94
2024-07-18,1394.05
2024-07-19,1422.16
2024-07-22,1395.54
2024-07-23,1351.54
2024-07-24,1336.56
2024-07-25,1327.03
2024-07-26,1318.73
2024-07-29,1294.56
2024-07-30,1276.53
2024-07-31,1317.82
2024-08-01,1282.7
2024-08-02,1281.99
2024-08-05,1306.55
2024-08-06,1301.24
2024-08-07,1312.04
2024-08-08,1327.23
2024-08-09,1333.34
2024-08-12,1332.64
2024-08-13,1319.55
2024-08-14,1309.84
2024-08-15,1323.43
2024-08-16,1327.74
2024-08-19,1321.98
2024-08-20,1319.26
2024-08-21,1314.12
2024-08-22,1306.59
2024-08-23,1311.53
2024-08-26,1308.54
2024-08-27,1300.61
2024-08-28,1285.54
2024-08-29,1309.84
2024-08-30,1339.73
2024-09-02,1291.54
2024-09-03,1306.54
2024-09-04,1296.54
2024-09-05,1301.42
2024-09-06,1294.54
2024-09-09,1271.54
2024-09-10,1274.54
2024-09-11,1276.54
2024-09-12,1231.6
2024-09-13,1200.67
2024-09-18,1163.44
2024-09-19,1157.54
2024-09-20,1160.46
2024-09-23,1158.08
2024-09-24,1269.14
2024-09-25,1295.54
2024-09-26,1425.54
2024-09-27,1525.74
2024-09-30,1644.54
2024-10-08,1619.54
2024-10-09,1491.69
2024-10-10,1536.54
2024-10-11,1501.53
2024-10-14,1498.53
2024-10-15,1450.79
2024-10-16,1419.04
2024-10-17,1391.14
2024-10-18,1437.54
2024-10-21,1425.34
2024-10-22,1439.54
2024-10-23,1464.04
2024-10-24,1448.74
2024-10-25,1455.39
2024-10-28,1461.54
2024-10-29,1428.16
2024-10-30,1428.54
2024-10-31,1424.33
2024-11-01,1430.29
2024-11-04,1444.74
2024-11-05,1473.53
